dataset,fold,threshold,precision,recall
DBLP-ACM,1,0.62,0.9930875576036866,0.9773242630385488
DBLP-ACM,1,0.63,0.9930875576036866,0.9773242630385488
DBLP-ACM,1,0.64,0.9930875576036866,0.9773242630385488
DBLP-ACM,1,0.65,0.9930875576036866,0.9773242630385488
DBLP-ACM,1,0.66,0.9930875576036866,0.9773242630385488
DBLP-ACM,1,0.67,0.9930875576036866,0.9773242630385488
DBLP-ACM,1,0.68,0.9930875576036866,0.9773242630385488
DBLP-ACM,1,0.69,0.9930875576036866,0.9773242630385488
DBLP-ACM,1,0.7,0.9930875576036866,0.9773242630385488
DBLP-ACM,1,0.71,0.9930875576036866,0.9773242630385488
DBLP-ACM,1,0.72,0.9930875576036866,0.9773242630385488
DBLP-ACM,1,0.73,0.9930875576036866,0.9773242630385488
DBLP-ACM,1,0.74,0.9930875576036866,0.9773242630385488
DBLP-ACM,1,0.75,0.9930875576036866,0.9773242630385488
DBLP-ACM,1,0.76,0.9930875576036866,0.9773242630385488
DBLP-ACM,1,0.77,0.9930875576036866,0.9773242630385488
DBLP-ACM,1,0.78,0.9930875576036866,0.9773242630385488
DBLP-ACM,1,0.79,0.9930875576036866,0.9773242630385488
DBLP-ACM,1,0.8,0.9930875576036866,0.9773242630385488
DBLP-ACM,1,0.81,0.9930875576036866,0.9773242630385488
DBLP-ACM,1,0.82,0.9930875576036866,0.9773242630385488
DBLP-ACM,1,0.83,0.9930875576036866,0.9773242630385488
DBLP-ACM,1,0.84,0.9930715935334873,0.9750566893424036
DBLP-ACM,1,0.85,0.9930715935334873,0.9750566893424036
DBLP-ACM,1,0.86,0.9930715935334873,0.9750566893424036
DBLP-ACM,1,0.87,0.9930715935334873,0.9750566893424036
DBLP-ACM,1,0.88,0.9953703703703703,0.9750566893424036
DBLP-ACM,1,0.89,0.9953703703703703,0.9750566893424036
DBLP-ACM,1,0.9,0.9953596287703016,0.9727891156462585
DBLP-ACM,1,0.91,0.9953596287703016,0.9727891156462585
DBLP-ACM,1,0.92,0.9953596287703016,0.9727891156462585
DBLP-ACM,1,0.93,0.9953596287703016,0.9727891156462585
DBLP-ACM,1,0.94,0.9953596287703016,0.9727891156462585
DBLP-ACM,1,0.95,0.9953596287703016,0.9727891156462585
DBLP-ACM,2,0.05,0.9654427645788337,0.9955456570155902
DBLP-ACM,2,0.06,0.9675324675324676,0.9955456570155902
DBLP-ACM,2,0.07,0.9675324675324676,0.9955456570155902
DBLP-ACM,2,0.08,0.9674620390455532,0.9933184855233853
DBLP-ACM,2,0.09,0.9674620390455532,0.9933184855233853
DBLP-ACM,2,0.1,0.9674620390455532,0.9933184855233853
DBLP-ACM,2,0.11,0.9674620390455532,0.9933184855233853
DBLP-ACM,2,0.12,0.9674620390455532,0.9933184855233853
DBLP-ACM,2,0.13,0.9674620390455532,0.9933184855233853
DBLP-ACM,2,0.14,0.9674620390455532,0.9933184855233853
DBLP-ACM,2,0.15,0.9674620390455532,0.9933184855233853
DBLP-ACM,2,0.16,0.9674620390455532,0.9933184855233853
DBLP-ACM,2,0.17,0.9674620390455532,0.9933184855233853
DBLP-ACM,2,0.18,0.9674620390455532,0.9933184855233853
DBLP-ACM,2,0.19,0.9674620390455532,0.9933184855233853
DBLP-ACM,2,0.2,0.9674620390455532,0.9933184855233853
DBLP-ACM,2,0.21,0.9674620390455532,0.9933184855233853
DBLP-ACM,2,0.22,0.9674620390455532,0.9933184855233853
DBLP-ACM,2,0.23,0.9674620390455532,0.9933184855233853
DBLP-ACM,2,0.24,0.9674620390455532,0.9933184855233853
DBLP-ACM,2,0.25,0.9674620390455532,0.9933184855233853
DBLP-ACM,2,0.26,0.9758241758241758,0.9888641425389755
DBLP-ACM,2,0.27,0.9758241758241758,0.9888641425389755
DBLP-ACM,2,0.28,0.9779735682819384,0.9888641425389755
DBLP-ACM,2,0.29,0.9779735682819384,0.9888641425389755
DBLP-ACM,2,0.3,0.9779735682819384,0.9888641425389755
DBLP-ACM,2,0.31,0.9779735682819384,0.9888641425389755
DBLP-ACM,2,0.32,0.9779735682819384,0.9888641425389755
DBLP-ACM,2,0.33,0.9779735682819384,0.9888641425389755
DBLP-ACM,2,0.34,0.9779735682819384,0.9888641425389755
DBLP-ACM,2,0.35,0.9779735682819384,0.9888641425389755
DBLP-ACM,2,0.36,0.9779735682819384,0.9888641425389755
DBLP-ACM,2,0.37,0.9779735682819384,0.9888641425389755
DBLP-ACM,2,0.38,0.9779735682819384,0.9888641425389755
DBLP-ACM,2,0.39,0.9779735682819384,0.9888641425389755
DBLP-ACM,2,0.4,0.9779735682819384,0.9888641425389755
DBLP-ACM,2,0.41,0.9779735682819384,0.9888641425389755
DBLP-ACM,2,0.42,0.977924944812362,0.9866369710467706
DBLP-ACM,2,0.43,0.977924944812362,0.9866369710467706
DBLP-ACM,2,0.44,0.9800443458980045,0.9844097995545658
DBLP-ACM,2,0.45,0.9800443458980045,0.9844097995545658
DBLP-ACM,2,0.46,0.9800443458980045,0.9844097995545658
DBLP-ACM,2,0.47,0.9800443458980045,0.9844097995545658
DBLP-ACM,2,0.48,0.9800443458980045,0.9844097995545658
DBLP-ACM,2,0.49,0.9822222222222222,0.9844097995545658
DBLP-ACM,2,0.5,0.9822222222222222,0.9844097995545658
DBLP-ACM,2,0.51,0.9821826280623608,0.9821826280623608
DBLP-ACM,2,0.52,0.9821826280623608,0.9821826280623608
DBLP-ACM,2,0.53,0.9821826280623608,0.9821826280623608
DBLP-ACM,2,0.54,0.9821826280623608,0.9821826280623608
DBLP-ACM,2,0.55,0.9821826280623608,0.9821826280623608
DBLP-ACM,2,0.56,0.9821826280623608,0.9821826280623608
DBLP-ACM,2,0.57,0.9821826280623608,0.9821826280623608
